Fondsposition per,"19.Juli2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"PD","PAGERDUTY INC","IT","Aktien","848.830,57","0,02","848.830,57","41.959,00","20,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BPT","BEACH ENERGY LTD","Energie","Aktien","847.162,79","0,02","847.162,79","813.862,00","1,04","Australien","Asx - All Markets","AUD"
"BGL","BELLEVUE GOLD LTD","Materialien","Aktien","846.931,09","0,02","846.931,09","697.085,00","1,21","Australien","Asx - All Markets","AUD"
"1721","COMSYS HOLDINGS CORP","Industrie","Aktien","846.918,99","0,02","846.918,99","41.000,00","20,66","Japan","Tokyo Stock Exchange","JPY"
"KNT","K92 MINING INC","Materialien","Aktien","846.638,46","0,02","846.638,46","145.976,00","5,80","Kanada","Toronto Stock Exchange","CAD"
"TXG","10X GENOMICS INC CLASS A","Gesundheitsversorgung","Aktien","846.172,30","0,02","846.172,30","50.669,00","16,70","Vereinigte Staaten","NASDAQ","USD"
"GTY","GETTY REALTY REIT CORP","Immobilien","Aktien","846.197,44","0,02","846.197,44","27.808,00","30,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PAGE","PAGEGROUP PLC","Industrie","Aktien","846.109,67","0,02","846.109,67","159.771,00","5,30","Vereinigtes Königreich","London Stock Exchange","GBP"
"6436","AMANO CORP","IT","Aktien","845.472,40","0,02","845.472,40","32.100,00","26,34","Japan","Tokyo Stock Exchange","JPY"
"CXW","CORECIVIC REIT INC","Industrie","Aktien","845.664,16","0,02","845.664,16","58.564,00","14,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PROT","PROTECTOR FORSIKRING","Financials","Aktien","845.671,34","0,02","845.671,34","41.090,00","20,58","Norwegen","Oslo Bors Asa","NOK"
"QDEL","QUIDELORTHO CORP","Gesundheitsversorgung","Aktien","845.499,37","0,02","845.499,37","24.373,00","34,69","Vereinigte Staaten","NASDAQ","USD"
"4540","TSUMURA","Gesundheitsversorgung","Aktien","844.897,83","0,02","844.897,83","33.400,00","25,30","Japan","Tokyo Stock Exchange","JPY"
"9989","SUNDRUG LTD","Nichtzyklische Konsumgüter","Aktien","844.587,03","0,02","844.587,03","32.900,00","25,67","Japan","Tokyo Stock Exchange","JPY"
"HLIO","HELIOS TECHNOLOGIES INC","Industrie","Aktien","843.147,24","0,02","843.147,24","19.132,00","44,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"4118","KANEKA CORP","Materialien","Aktien","841.688,12","0,02","841.688,12","30.200,00","27,87","Japan","Tokyo Stock Exchange","JPY"
"LOG","LOGISTA CIA DE DISTRIBUCION INTEGR","Industrie","Aktien","841.447,47","0,02","841.447,47","28.077,00","29,97","Spanien","Bolsa De Madrid","EUR"
"SPNT","SIRIUSPOINT LTD","Financials","Aktien","841.521,16","0,02","841.521,16","63.559,00","13,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VSEC","VSE CORP","Industrie","Aktien","841.187,33","0,02","841.187,33","9.491,00","88,63","Vereinigte Staaten","NASDAQ","USD"
"MELE","MELEXIS NV","IT","Aktien","839.153,45","0,02","839.153,45","9.525,00","88,10","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"TRMD A","TORM PLC CLASS A","Energie","Aktien","838.902,72","0,02","838.902,72","22.330,00","37,57","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"DEG","DE GREY MINING LTD","Materialien","Aktien","838.416,83","0,02","838.416,83","1.030.856,00","0,81","Australien","Asx - All Markets","AUD"
"EVN","EVN AG","Versorger","Aktien","838.208,96","0,02","838.208,96","25.916,00","32,34","Österreich","Wiener Boerse Ag","EUR"
"TDW","TIDEWATER INC","Energie","Aktien","838.148,85","0,02","838.148,85","8.063,00","103,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HEES","H AND E EQUIPMENT SERVICES INC","Industrie","Aktien","836.847,20","0,02","836.847,20","16.240,00","51,53","Vereinigte Staaten","NASDAQ","USD"
"VIG","VIENNA INSURANCE GROUP AG","Financials","Aktien","836.447,94","0,02","836.447,94","25.142,00","33,27","Österreich","Wiener Boerse Ag","EUR"
"7380","JUROKU FINANCIAL GROUP INC","Financials","Aktien","836.104,49","0,02","836.104,49","27.900,00","29,97","Japan","Tokyo Stock Exchange","JPY"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Kommunikation","Aktien","833.897,50","0,02","833.897,50","37.750,00","22,09","Vereinigte Staaten","NASDAQ","USD"
"PRM","PERIMETER SOLUTIONS SA","Materialien","Aktien","834.142,54","0,02","834.142,54","98.482,00","8,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RYM","RYMAN HEALTHCARE LTD","Gesundheitsversorgung","Aktien","833.220,22","0,02","833.220,22","333.598,00","2,50","Neuseeland","New Zealand Exchange Ltd","NZD"
"8012","NAGASE LTD","Industrie","Aktien","832.565,54","0,02","832.565,54","39.900,00","20,87","Japan","Tokyo Stock Exchange","JPY"
"AMPH","AMPHASTAR PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","831.770,39","0,02","831.770,39","20.999,00","39,61","Vereinigte Staaten","NASDAQ","USD"
"MAG","MAG SILVER CORP","Materialien","Aktien","830.882,62","0,02","830.882,62","63.177,00","13,15","Kanada","Toronto Stock Exchange","CAD"
"KVYO","KLAVIYO INC SERIES A","IT","Aktien","829.715,18","0,02","829.715,18","32.834,00","25,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RED","RED","Materialien","Aktien","829.046,83","0,02","829.046,83","3.058.006,00","0,27","Australien","Asx - All Markets","AUD"
"2433","HAKUHODO DY HOLDINGS INC","Kommunikation","Aktien","828.674,48","0,02","828.674,48","107.000,00","7,74","Japan","Tokyo Stock Exchange","JPY"
"SIS","SAVARIA CORP","Industrie","Aktien","828.934,34","0,02","828.934,34","60.418,00","13,72","Kanada","Toronto Stock Exchange","CAD"
"CNNE","CANNAE HOLDINGS INC","Financials","Aktien","828.191,03","0,02","828.191,03","43.429,00","19,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CODI","COMPASS DIVERSIFIED","Financials","Aktien","827.488,20","0,02","827.488,20","35.822,00","23,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"1414","SHO-BOND HOLDINGS LTD","Industrie","Aktien","827.524,71","0,02","827.524,71","22.600,00","36,62","Japan","Tokyo Stock Exchange","JPY"
"5232","SUMITOMO OSAKA CEMENT LTD","Materialien","Aktien","827.163,70","0,02","827.163,70","30.600,00","27,03","Japan","Tokyo Stock Exchange","JPY"
"HAS","HAYS PLC","Industrie","Aktien","825.145,14","0,02","825.145,14","688.024,00","1,20","Vereinigtes Königreich","London Stock Exchange","GBP"
"SEB","SEABOARD CORP","Nichtzyklische Konsumgüter","Aktien","825.030,00","0,02","825.030,00","267,00","3.090,00","Vereinigte Staaten","Nyse Mkt Llc","USD"
"3397","TORIDOLL HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","825.067,53","0,02","825.067,53","34.000,00","24,27","Japan","Tokyo Stock Exchange","JPY"
"1951","EXEO GROUP INC","Industrie","Aktien","824.219,02","0,02","824.219,02","79.000,00","10,43","Japan","Tokyo Stock Exchange","JPY"
"MANTA","MANDATUM","Financials","Aktien","824.269,79","0,02","824.269,79","183.137,00","4,50","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"4626","TAIYO HOLDINGS LTD","Materialien","Aktien","823.491,28","0,02","823.491,28","36.600,00","22,50","Japan","Tokyo Stock Exchange","JPY"
"ACX","ACERINOX SA","Materialien","Aktien","822.920,40","0,02","822.920,40","80.007,00","10,29","Spanien","Bolsa De Madrid","EUR"
"BOSN","BOSSARD HOLDING AG","Industrie","Aktien","822.876,60","0,02","822.876,60","3.221,00","255,47","Schweiz","SIX Swiss Exchange","CHF"
"8114","DESCENTE LTD","Zyklische Konsumgüter ","Aktien","822.194,68","0,02","822.194,68","33.000,00","24,91","Japan","Tokyo Stock Exchange","JPY"
"OFG","OFG BANCORP","Financials","Aktien","821.462,90","0,02","821.462,90","18.815,00","43,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BB","BLACKBERRY LTD","IT","Aktien","820.806,36","0,02","820.806,36","338.293,00","2,43","Kanada","Toronto Stock Exchange","CAD"
"MFA","MFA FINANCIAL INC","Financials","Aktien","820.672,28","0,02","820.672,28","72.052,00","11,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STC","STEWART INFO SERVICES CORP","Financials","Aktien","820.775,85","0,02","820.775,85","11.717,00","70,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","820.428,84","0,02","820.428,84","114.906,00","7,14","Vereinigte Staaten","NASDAQ","USD"
"WALLB","WALLENSTAM B","Immobilien","Aktien","819.735,48","0,02","819.735,48","156.327,00","5,24","Schweden","Nasdaq Omx Nordic","SEK"
"ALIF B","ADDLIFE CLASS B","Gesundheitsversorgung","Aktien","818.791,66","0,02","818.791,66","57.213,00","14,31","Schweden","Nasdaq Omx Nordic","SEK"
"BEKB","BEKAERT (D) SA","Materialien","Aktien","818.054,77","0,02","818.054,77","19.173,00","42,67","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"LTH","LIFE TIME GROUP HOLDINGS INC","Zyklische Konsumgüter ","Aktien","818.133,15","0,02","818.133,15","39.239,00","20,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SDIP B","SDIPTECH","Industrie","Aktien","818.083,21","0,02","818.083,21","25.523,00","32,05","Schweden","Nasdaq Omx Nordic","SEK"
"FBU","FLETCHER BUILDING LTD","Industrie","Aktien","817.410,11","0,02","817.410,11","410.321,00","1,99","Neuseeland","New Zealand Exchange Ltd","NZD"
"HLIT","HARMONIC INC","IT","Aktien","817.491,88","0,02","817.491,88","66.571,00","12,28","Vereinigte Staaten","NASDAQ","USD"
"ANDE","ANDERSONS INC","Nichtzyklische Konsumgüter","Aktien","816.764,32","0,02","816.764,32","15.878,00","51,44","Vereinigte Staaten","NASDAQ","USD"
"APAM","APERAM SA","Materialien","Aktien","816.760,02","0,02","816.760,02","30.890,00","26,44","Frankreich","Euronext Amsterdam","EUR"
"AYA","AYA GOLD & SILVER INC","Materialien","Aktien","816.627,90","0,02","816.627,90","77.402,00","10,55","Kanada","Toronto Stock Exchange","CAD"
"DPM","DUNDEE PRECIOUS METALS INC","Materialien","Aktien","816.540,57","0,02","816.540,57","95.783,00","8,52","Kanada","Toronto Stock Exchange","CAD"
"5832","CHUGIN FINANCIAL GROUP INC","Financials","Aktien","815.397,08","0,02","815.397,08","76.500,00","10,66","Japan","Tokyo Stock Exchange","JPY"
"HLX","HELIX ENERGY SOLUTIONS GROUP INC","Energie","Aktien","815.378,76","0,02","815.378,76","64.764,00","12,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KOJAMO","KOJAMO","Immobilien","Aktien","814.757,37","0,02","814.757,37","80.362,00","10,14","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","Immobilien","Aktien","814.067,28","0,02","814.067,28","59.076,00","13,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SCS","STEELCASE INC CLASS A","Industrie","Aktien","813.550,90","0,02","813.550,90","60.085,00","13,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WKC","WORLD KINECT","Energie","Aktien","813.627,41","0,02","813.627,41","30.599,00","26,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHP.UN","CHOICE PROPERTIES REAL ESTATE INVE","Immobilien","Aktien","812.613,39","0,02","812.613,39","80.525,00","10,09","Kanada","Toronto Stock Exchange","CAD"
"1332","NISSUI CORP","Nichtzyklische Konsumgüter","Aktien","812.721,52","0,02","812.721,52","143.900,00","5,65","Japan","Tokyo Stock Exchange","JPY"
"FUTR","FUTURE PLC","Kommunikation","Aktien","812.369,71","0,02","812.369,71","59.899,00","13,56","Vereinigtes Königreich","London Stock Exchange","GBP"
"TILE","INTERFACE INC","Industrie","Aktien","812.058,24","0,02","812.058,24","49.728,00","16,33","Vereinigte Staaten","NASDAQ","USD"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","812.031,00","0,02","812.031,00","26.844,00","30,25","Vereinigte Staaten","NASDAQ","USD"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Aktien","811.657,21","0,02","811.657,21","61.817,00","13,13","Vereinigte Staaten","NASDAQ","USD"
"DAN","DANA INCORPORATED INC","Zyklische Konsumgüter ","Aktien","811.228,07","0,02","811.228,07","67.999,00","11,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WCH","WACKER CHEMIE AG","Materialien","Aktien","811.041,77","0,02","811.041,77","7.482,00","108,40","Deutschland","Xetra","EUR"
"RSW","RENISHAW PLC","IT","Aktien","810.205,55","0,02","810.205,55","17.280,00","46,89","Vereinigtes Königreich","London Stock Exchange","GBP"
"5471","DAIDO STEEL LTD","Materialien","Aktien","809.410,18","0,02","809.410,18","88.100,00","9,19","Japan","Tokyo Stock Exchange","JPY"
"APPN","APPIAN CORP CLASS A","IT","Aktien","808.970,10","0,02","808.970,10","22.917,00","35,30","Vereinigte Staaten","NASDAQ","USD"
"6315","TOWA CORP","IT","Aktien","809.101,60","0,02","809.101,60","13.400,00","60,38","Japan","Tokyo Stock Exchange","JPY"
"ASCL","ASCENTIAL PLC","Kommunikation","Aktien","808.900,72","0,02","808.900,72","169.075,00","4,78","Vereinigtes Königreich","London Stock Exchange","GBP"
"9048","NAGOYA RAILROAD LTD","Industrie","Aktien","807.755,74","0,02","807.755,74","70.900,00","11,39","Japan","Tokyo Stock Exchange","JPY"
"FTK","FLATEXDEGIRO N AG","Financials","Aktien","807.134,03","0,02","807.134,03","57.746,00","13,98","Deutschland","Xetra","EUR"
"UNI","UNICAJA BANCO SA","Financials","Aktien","806.266,95","0,02","806.266,95","544.793,00","1,48","Spanien","Bolsa De Madrid","EUR"
"2811","KAGOME LTD","Nichtzyklische Konsumgüter","Aktien","805.930,02","0,02","805.930,02","36.500,00","22,08","Japan","Tokyo Stock Exchange","JPY"
"TALO","TALOS ENERGY INC","Energie","Aktien","805.677,84","0,02","805.677,84","70.488,00","11,43","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SAFE","SAFEHOLD INC","Immobilien","Aktien","805.045,50","0,02","805.045,50","36.510,00","22,05","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9987","SUZUKEN LTD","Gesundheitsversorgung","Aktien","805.205,45","0,02","805.205,45","24.200,00","33,27","Japan","Tokyo Stock Exchange","JPY"
"BAG","A G BARR PLC","Nichtzyklische Konsumgüter","Aktien","804.768,28","0,02","804.768,28","100.655,00","8,00","Vereinigtes Königreich","London Stock Exchange","GBP"
"BETS B","BETSSON CLASS B","Zyklische Konsumgüter ","Aktien","804.176,48","0,02","804.176,48","66.629,00","12,07","Schweden","Nasdaq Omx Nordic","SEK"
"SRAIL","STADLER RAIL AG","Industrie","Aktien","803.379,10","0,02","803.379,10","27.194,00","29,54","Schweiz","SIX Swiss Exchange","CHF"
"OCFC","OCEANFIRST FINANCIAL CORP","Financials","Aktien","803.140,71","0,02","803.140,71","46.131,00","17,41","Vereinigte Staaten","NASDAQ","USD"
"KN","KNOWLES CORP","IT","Aktien","802.766,10","0,02","802.766,10","43.867,00","18,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SSL","SANDSTORM GOLD LTD","Materialien","Aktien","802.737,45","0,02","802.737,45","138.233,00","5,81","Kanada","Toronto Stock Exchange","CAD"
"PRG","PROG HOLDINGS INC","Financials","Aktien","801.226,50","0,02","801.226,50","23.635,00","33,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"INFN","INFINERA CORP","IT","Aktien","800.809,09","0,02","800.809,09","133.691,00","5,99","Vereinigte Staaten","NASDAQ","USD"
"3774","INTERNET INITIATIVE JAPAN INC","Kommunikation","Aktien","800.825,94","0,02","800.825,94","48.100,00","16,65","Japan","Tokyo Stock Exchange","JPY"
"BIOT","BIOTAGE","Gesundheitsversorgung","Aktien","800.201,32","0,02","800.201,32","46.077,00","17,37","Schweden","Nasdaq Omx Nordic","SEK"
"6952","CASIO COMPUTER LTD","Zyklische Konsumgüter ","Aktien","798.513,05","0,02","798.513,05","102.100,00","7,82","Japan","Tokyo Stock Exchange","JPY"
"SJW","SJW GROUP","Versorger","Aktien","798.894,72","0,02","798.894,72","13.536,00","59,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3279","ACTIVIA PROPERTIES REIT INC","Immobilien","Aktien","798.385,61","0,02","798.385,61","347,00","2.300,82","Japan","Tokyo Stock Exchange","JPY"
"CNXN","PC CONNECTION INC","IT","Aktien","798.329,58","0,02","798.329,58","12.318,00","64,81","Vereinigte Staaten","NASDAQ","USD"
"2651","LAWSON INC","Nichtzyklische Konsumgüter","Aktien","797.721,42","0,02","797.721,42","12.150,00","65,66","Japan","Tokyo Stock Exchange","JPY"
"8511","JAPAN SECURITIES FINANCE LTD","Financials","Aktien","797.686,47","0,02","797.686,47","74.000,00","10,78","Japan","Tokyo Stock Exchange","JPY"
"BAB","BABCOCK INTERNATIONAL GROUP PLC","Industrie","Aktien","797.021,28","0,02","797.021,28","124.507,00","6,40","Vereinigtes Königreich","London Stock Exchange","GBP"
"3593","HOGY MEDICAL LTD","Gesundheitsversorgung","Aktien","797.114,44","0,02","797.114,44","29.200,00","27,30","Japan","Tokyo Stock Exchange","JPY"
"OSW","ONESPAWORLD HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","796.918,83","0,02","796.918,83","48.563,00","16,41","Vereinigte Staaten","NASDAQ","USD"
"5214","NIPPON ELECTRIC GLASS LTD","IT","Aktien","796.621,22","0,02","796.621,22","34.700,00","22,96","Japan","Tokyo Stock Exchange","JPY"
"4401","ADEKA CORP","Materialien","Aktien","796.295,80","0,02","796.295,80","38.800,00","20,52","Japan","Tokyo Stock Exchange","JPY"
"LADR","LADDER CAPITAL CORP CLASS A","Financials","Aktien","796.279,68","0,02","796.279,68","65.376,00","12,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MSEX","MIDDLESEX WATER","Versorger","Aktien","796.357,87","0,02","796.357,87","12.859,00","61,93","Vereinigte Staaten","NASDAQ","USD"
"IWG","INTERNATIONAL WORKPLACE GROUP","Immobilien","Aktien","795.488,23","0,02","795.488,23","356.200,00","2,23","Vereinigtes Königreich","London Stock Exchange","GBP"
"8282","KS HOLDINGS CORP","Zyklische Konsumgüter ","Aktien","794.977,91","0,02","794.977,91","76.900,00","10,34","Japan","Tokyo Stock Exchange","JPY"
"MMI","MARCUS & MILLICHAP INC","Immobilien","Aktien","794.439,36","0,02","794.439,36","21.219,00","37,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BRG","BREVILLE GROUP LTD","Zyklische Konsumgüter ","Aktien","794.047,42","0,02","794.047,42","44.394,00","17,89","Australien","Asx - All Markets","AUD"
"NBHC","NATIONAL BANK HOLDINGS CORP CLASS","Financials","Aktien","792.704,04","0,02","792.704,04","17.967,00","44,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VSTS","VESTIS CORP","Industrie","Aktien","791.770,41","0,02","791.770,41","63.291,00","12,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SKYW","SKYWEST INC","Industrie","Aktien","791.397,24","0,02","791.397,24","9.609,00","82,36","Vereinigte Staaten","NASDAQ","USD"
"AAV","ADVANTAGE ENERGY LTD","Energie","Aktien","791.003,90","0,02","791.003,90","108.670,00","7,28","Kanada","Toronto Stock Exchange","CAD"
"9412","SKY PERFECT JSAT HOLDINGS INC","Kommunikation","Aktien","791.270,22","0,02","791.270,22","139.100,00","5,69","Japan","Tokyo Stock Exchange","JPY"
"RLJ","RLJ LODGING TRUST REIT","Immobilien","Aktien","790.621,56","0,02","790.621,56","82.701,00","9,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATEN","A10 NETWORKS INC","IT","Aktien","790.097,98","0,02","790.097,98","58.181,00","13,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Nichtzyklische Konsumgüter","Aktien","790.439,20","0,02","790.439,20","29.494,00","26,80","Vereinigte Staaten","NASDAQ","USD"
"WS","WORTHINGTON STEEL INC","Materialien","Aktien","789.658,44","0,02","789.658,44","21.682,00","36,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GBX","GREENBRIER INC","Industrie","Aktien","789.200,50","0,02","789.200,50","16.685,00","47,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"7732","TOPCON CORP","IT","Aktien","788.990,37","0,02","788.990,37","66.100,00","11,94","Japan","Tokyo Stock Exchange","JPY"
"DRS","LEONARDO DRS INC","Industrie","Aktien","788.541,25","0,02","788.541,25","28.375,00","27,79","Vereinigte Staaten","NASDAQ","USD"
"NEU","NEUREN PHARMACEUTICALS LTD","Gesundheitsversorgung","Aktien","788.411,31","0,02","788.411,31","56.953,00","13,84","Australien","Asx - All Markets","AUD"
"SCVL","SHOE CARNIVAL INC","Zyklische Konsumgüter ","Aktien","788.160,00","0,02","788.160,00","20.525,00","38,40","Vereinigte Staaten","NASDAQ","USD"
